#file creation series : 11.Oct.2013
#       i  cr  sl  tb  dcc  spigot  fiber/slb  fibcha/slbcha  subdet  ieta  iphi  depth
 48006F21  29   8   u    0       0         20              2      HF    30    33      1
 48006FA1  29   8   u    0       0         21              0      HF    31    33      1
 48006EA1  29   8   u    0       0         21              1      HF    29    33      1
 480070A1  29   8   u    0       0         21              2      HF    33    33      1
 4800749F  29   8   u    0       0          2              0      HF    41    31      1
 4800729F  29   8   u    0       0          2              1      HF    37    31      1
 4800719F  29   8   u    0       0          2              2      HF    35    31      1
 4800731F  29   8   u    0       0          3              0      HF    38    31      1
 4800721F  29   8   u    0       0          3              1      HF    36    31      1
 4800739F  29   8   u    0       0          3              2      HF    39    31      1
 4800B49F  29   8   u    0       0          4              0      HF    41    31      2
 4800B29F  29   8   u    0       0          4              1      HF    37    31      2
 4800B19F  29   8   u    0       0          4              2      HF    35    31      2
 4800B31F  29   8   u    0       0          5              0      HF    38    31      2
 4800B21F  29   8   u    0       0          5              1      HF    36    31      2
 4800B39F  29   8   u    0       0          5              2      HF    39    31      2
 4800B41F  29   8   u    0       0          6              0      HF    40    31      2
 4800B321  29   8   u    0       0          6              1      HF    38    33      2
 4800B221  29   8   u    0       0          6              2      HF    36    33      2
 4800B2A1  29   8   u    0       0          7              0      HF    37    33      2
 4800B1A1  29   8   u    0       0          7              1      HF    35    33      2
 4800B3A1  29   8   u    0       0          7              2      HF    39    33      2
 4800741F  29   8   u    0       0          8              0      HF    40    31      1
 48007321  29   8   u    0       0          8              1      HF    38    33      1
 48007221  29   8   u    0       0          8              2      HF    36    33      1
 480072A1  29   8   u    0       0          9              0      HF    37    33      1
 480071A1  29   8   u    0       0          9              1      HF    35    33      1
 480073A1  29   8   u    0       0          9              2      HF    39    33      1
 480070A3  29   9   u    0       0         14              0      HF    33    35      1
 48006FA3  29   9   u    0       0         14              1      HF    31    35      1
 48006EA3  29   9   u    0       0         14              2      HF    29    35      1
 48007023  29   9   u    0       0         15              0      HF    32    35      1
 48006F23  29   9   u    0       0         15              1      HF    30    35      1
 48007123  29   9   u    0       0         15              2      HF    34    35      1
 4800B0A3  29   9   u    0       0         16              0      HF    33    35      2
 4800AFA3  29   9   u    0       0         16              1      HF    31    35      2
 4800AEA3  29   9   u    0       0         16              2      HF    29    35      2
 4800B023  29   9   u    0       0         17              0      HF    32    35      2
 4800AF23  29   9   u    0       0         17              1      HF    30    35      2
 4800B123  29   9   u    0       0         17              2      HF    34    35      2
 4800B125  29   9   u    0       0         18              0      HF    34    37      2
 4800B025  29   9   u    0       0         18              1      HF    32    37      2
 4800AF25  29   9   u    0       0         18              2      HF    30    37      2
 4800AFA5  29   9   u    0       0         19              0      HF    31    37      2
 4800AEA5  29   9   u    0       0         19              1      HF    29    37      2
 4800B0A5  29   9   u    0       0         19              2      HF    33    37      2
 48007125  29   9   u    0       0         20              0      HF    34    37      1
 48007025  29   9   u    0       0         20              1      HF    32    37      1
 48006F25  29   9   u    0       0         20              2      HF    30    37      1
 48006FA5  29   9   u    0       0         21              0      HF    31    37      1
 48006EA5  29   9   u    0       0         21              1      HF    29    37      1
 480070A5  29   9   u    0       0         21              2      HF    33    37      1
 480074A3  29   9   u    0       0          2              0      HF    41    35      1
 480072A3  29   9   u    0       0          2              1      HF    37    35      1
 480071A3  29   9   u    0       0          2              2      HF    35    35      1
 48007323  29   9   u    0       0          3              0      HF    38    35      1
 48007223  29   9   u    0       0          3              1      HF    36    35      1
 480073A3  29   9   u    0       0          3              2      HF    39    35      1
 4800B4A3  29   9   u    0       0          4              0      HF    41    35      2
 4800B2A3  29   9   u    0       0          4              1      HF    37    35      2
 4800B1A3  29   9   u    0       0          4              2      HF    35    35      2
 4800B323  29   9   u    0       0          5              0      HF    38    35      2
 4800B223  29   9   u    0       0          5              1      HF    36    35      2
 4800B3A3  29   9   u    0       0          5              2      HF    39    35      2
 4800B423  29   9   u    0       0          6              0      HF    40    35      2
 4800B325  29   9   u    0       0          6              1      HF    38    37      2
 4800B225  29   9   u    0       0          6              2      HF    36    37      2
 4800B2A5  29   9   u    0       0          7              0      HF    37    37      2
 4800B1A5  29   9   u    0       0          7              1      HF    35    37      2
 4800B3A5  29   9   u    0       0          7              2      HF    39    37      2
 48007423  29   9   u    0       0          8              0      HF    40    35      1
 48007325  29   9   u    0       0          8              1      HF    38    37      1
 48007225  29   9   u    0       0          8              2      HF    36    37      1
 480072A5  29   9   u    0       0          9              0      HF    37    37      1
 480071A5  29   9   u    0       0          9              1      HF    35    37      1
 480073A5  29   9   u    0       0          9              2      HF    39    37      1
 480070A7  29  10   u    0       0         14              0      HF    33    39      1
 48006FA7  29  10   u    0       0         14              1      HF    31    39      1
 48006EA7  29  10   u    0       0         14              2      HF    29    39      1
 48007027  29  10   u    0       0         15              0      HF    32    39      1
 48006F27  29  10   u    0       0         15              1      HF    30    39      1
 48007127  29  10   u    0       0         15              2      HF    34    39      1
 4800B0A7  29  10   u    0       0         16              0      HF    33    39      2
 4800AFA7  29  10   u    0       0         16              1      HF    31    39      2
 4800AEA7  29  10   u    0       0         16              2      HF    29    39      2
 4800B027  29  10   u    0       0         17              0      HF    32    39      2
 4800AF27  29  10   u    0       0         17              1      HF    30    39      2
 4800B127  29  10   u    0       0         17              2      HF    34    39      2
 4800B129  29  10   u    0       0         18              0      HF    34    41      2
 4800B029  29  10   u    0       0         18              1      HF    32    41      2
 4800AF29  29  10   u    0       0         18              2      HF    30    41      2
 4800AFA9  29  10   u    0       0         19              0      HF    31    41      2
 4800AEA9  29  10   u    0       0         19              1      HF    29    41      2
 4800B0A9  29  10   u    0       0         19              2      HF    33    41      2
 48007129  29  10   u    0       0         20              0      HF    34    41      1
 48007029  29  10   u    0       0         20              1      HF    32    41      1
 48006F29  29  10   u    0       0         20              2      HF    30    41      1
 48006FA9  29  10   u    0       0         21              0      HF    31    41      1
 48006EA9  29  10   u    0       0         21              1      HF    29    41      1
 480070A9  29  10   u    0       0         21              2      HF    33    41      1
 480074A7  29  10   u    0       0          2              0      HF    41    39      1
 480072A7  29  10   u    0       0          2              1      HF    37    39      1
 480071A7  29  10   u    0       0          2              2      HF    35    39      1
 48007327  29  10   u    0       0          3              0      HF    38    39      1
 48007227  29  10   u    0       0          3              1      HF    36    39      1
 480073A7  29  10   u    0       0          3              2      HF    39    39      1
 4800B4A7  29  10   u    0       0          4              0      HF    41    39      2
 4800B2A7  29  10   u    0       0          4              1      HF    37    39      2
 4800B1A7  29  10   u    0       0          4              2      HF    35    39      2
 4800B327  29  10   u    0       0          5              0      HF    38    39      2
 4800B227  29  10   u    0       0          5              1      HF    36    39      2
 4800B3A7  29  10   u    0       0          5              2      HF    39    39      2
 4800B427  29  10   u    0       0          6              0      HF    40    39      2
 4800B329  29  10   u    0       0          6              1      HF    38    41      2
 4800B229  29  10   u    0       0          6              2      HF    36    41      2
 4800B2A9  29  10   u    0       0          7              0      HF    37    41      2
 4800B1A9  29  10   u    0       0          7              1      HF    35    41      2
 4800B3A9  29  10   u    0       0          7              2      HF    39    41      2
 48007427  29  10   u    0       0          8              0      HF    40    39      1
 48007329  29  10   u    0       0          8              1      HF    38    41      1
 48007229  29  10   u    0       0          8              2      HF    36    41      1
 480072A9  29  10   u    0       0          9              0      HF    37    41      1
 480071A9  29  10   u    0       0          9              1      HF    35    41      1
 480073A9  29  10   u    0       0          9              2      HF    39    41      1
 480070AB  29  11   u    0       0         14              0      HF    33    43      1
 48006FAB  29  11   u    0       0         14              1      HF    31    43      1
 48006EAB  29  11   u    0       0         14              2      HF    29    43      1
 4800702B  29  11   u    0       0         15              0      HF    32    43      1
 48006F2B  29  11   u    0       0         15              1      HF    30    43      1
 4800712B  29  11   u    0       0         15              2      HF    34    43      1
 4800B0AB  29  11   u    0       0         16              0      HF    33    43      2
 4800AFAB  29  11   u    0       0         16              1      HF    31    43      2
 4800AEAB  29  11   u    0       0         16              2      HF    29    43      2
 4800B02B  29  11   u    0       0         17              0      HF    32    43      2
 4800AF2B  29  11   u    0       0         17              1      HF    30    43      2
 4800B12B  29  11   u    0       0         17              2      HF    34    43      2
 4800B12D  29  11   u    0       0         18              0      HF    34    45      2
 4800B02D  29  11   u    0       0         18              1      HF    32    45      2
 4800AF2D  29  11   u    0       0         18              2      HF    30    45      2
 4800AFAD  29  11   u    0       0         19              0      HF    31    45      2
 4800AEAD  29  11   u    0       0         19              1      HF    29    45      2
 4800B0AD  29  11   u    0       0         19              2      HF    33    45      2
 4800712D  29  11   u    0       0         20              0      HF    34    45      1
 4800702D  29  11   u    0       0         20              1      HF    32    45      1
 48006F2D  29  11   u    0       0         20              2      HF    30    45      1
 48006FAD  29  11   u    0       0         21              0      HF    31    45      1
 48006EAD  29  11   u    0       0         21              1      HF    29    45      1
 480070AD  29  11   u    0       0         21              2      HF    33    45      1
 480074AB  29  11   u    0       0          2              0      HF    41    43      1
 480072AB  29  11   u    0       0          2              1      HF    37    43      1
 480071AB  29  11   u    0       0          2              2      HF    35    43      1
 4800732B  29  11   u    0       0          3              0      HF    38    43      1
 4800722B  29  11   u    0       0          3              1      HF    36    43      1
 480073AB  29  11   u    0       0          3              2      HF    39    43      1
 4800B4AB  29  11   u    0       0          4              0      HF    41    43      2
 4800B2AB  29  11   u    0       0          4              1      HF    37    43      2
 4800B1AB  29  11   u    0       0          4              2      HF    35    43      2
 4800B32B  29  11   u    0       0          5              0      HF    38    43      2
 4800B22B  29  11   u    0       0          5              1      HF    36    43      2
 4800B3AB  29  11   u    0       0          5              2      HF    39    43      2
 4800B42B  29  11   u    0       0          6              0      HF    40    43      2
 4800B32D  29  11   u    0       0          6              1      HF    38    45      2
 4800B22D  29  11   u    0       0          6              2      HF    36    45      2
 4800B2AD  29  11   u    0       0          7              0      HF    37    45      2
 4800B1AD  29  11   u    0       0          7              1      HF    35    45      2
 4800B3AD  29  11   u    0       0          7              2      HF    39    45      2
 4800742B  29  11   u    0       0          8              0      HF    40    43      1
 4800732D  29  11   u    0       0          8              1      HF    38    45      1
 4800722D  29  11   u    0       0          8              2      HF    36    45      1
 480072AD  29  11   u    0       0          9              0      HF    37    45      1
 480071AD  29  11   u    0       0          9              1      HF    35    45      1
 480073AD  29  11   u    0       0          9              2      HF    39    45      1
 480070AF  29  12   u    0       0         14              0      HF    33    47      1
 48006FAF  29  12   u    0       0         14              1      HF    31    47      1
 48006EAF  29  12   u    0       0         14              2      HF    29    47      1
 4800702F  29  12   u    0       0         15              0      HF    32    47      1
 48006F2F  29  12   u    0       0         15              1      HF    30    47      1
 4800712F  29  12   u    0       0         15              2      HF    34    47      1
 4800B0AF  29  12   u    0       0         16              0      HF    33    47      2
 4800AFAF  29  12   u    0       0         16              1      HF    31    47      2
 4800AEAF  29  12   u    0       0         16              2      HF    29    47      2
 4800B02F  29  12   u    0       0         17              0      HF    32    47      2
 4800AF2F  29  12   u    0       0         17              1      HF    30    47      2
 4800B12F  29  12   u    0       0         17              2      HF    34    47      2
 4800B131  29  12   u    0       0         18              0      HF    34    49      2
 4800B031  29  12   u    0       0         18              1      HF    32    49      2
 4800AF31  29  12   u    0       0         18              2      HF    30    49      2
 4800AFB1  29  12   u    0       0         19              0      HF    31    49      2
 4800AEB1  29  12   u    0       0         19              1      HF    29    49      2
 4800B0B1  29  12   u    0       0         19              2      HF    33    49      2
 48007131  29  12   u    0       0         20              0      HF    34    49      1
 48007031  29  12   u    0       0         20              1      HF    32    49      1
 48006F31  29  12   u    0       0         20              2      HF    30    49      1
 48006FB1  29  12   u    0       0         21              0      HF    31    49      1
 48006EB1  29  12   u    0       0         21              1      HF    29    49      1
 480070B1  29  12   u    0       0         21              2      HF    33    49      1
 480074AF  29  12   u    0       0          2              0      HF    41    47      1
 480072AF  29  12   u    0       0          2              1      HF    37    47      1
 480071AF  29  12   u    0       0          2              2      HF    35    47      1
 4800732F  29  12   u    0       0          3              0      HF    38    47      1
 4800722F  29  12   u    0       0          3              1      HF    36    47      1
 480073AF  29  12   u    0       0          3              2      HF    39    47      1
 4800B4AF  29  12   u    0       0          4              0      HF    41    47      2
 4800B2AF  29  12   u    0       0          4              1      HF    37    47      2
 4800B1AF  29  12   u    0       0          4              2      HF    35    47      2
 4800B32F  29  12   u    0       0          5              0      HF    38    47      2
 4800B22F  29  12   u    0       0          5              1      HF    36    47      2
 4800B3AF  29  12   u    0       0          5              2      HF    39    47      2
 4800B42F  29  12   u    0       0          6              0      HF    40    47      2
 4800B331  29  12   u    0       0          6              1      HF    38    49      2
 4800B231  29  12   u    0       0          6              2      HF    36    49      2
 4800B2B1  29  12   u    0       0          7              0      HF    37    49      2
 4800B1B1  29  12   u    0       0          7              1      HF    35    49      2
 4800B3B1  29  12   u    0       0          7              2      HF    39    49      2
 4800742F  29  12   u    0       0          8              0      HF    40    47      1
 48007331  29  12   u    0       0          8              1      HF    38    49      1
 48007231  29  12   u    0       0          8              2      HF    36    49      1
 480072B1  29  12   u    0       0          9              0      HF    37    49      1
 480071B1  29  12   u    0       0          9              1      HF    35    49      1
 480073B1  29  12   u    0       0          9              2      HF    39    49      1
 480050B5  32   1   u    0       0         14              0      HF   -33    53      1
 48004FB5  32   1   u    0       0         14              1      HF   -31    53      1
 48004EB5  32   1   u    0       0         14              2      HF   -29    53      1
 48005035  32   1   u    0       0         15              0      HF   -32    53      1
 48004F35  32   1   u    0       0         15              1      HF   -30    53      1
 48005135  32   1   u    0       0         15              2      HF   -34    53      1
 480090B5  32   1   u    0       0         16              0      HF   -33    53      2
 48008FB5  32   1   u    0       0         16              1      HF   -31    53      2
 48008EB5  32   1   u    0       0         16              2      HF   -29    53      2
 48009035  32   1   u    0       0         17              0      HF   -32    53      2
 48008F35  32   1   u    0       0         17              1      HF   -30    53      2
 48009135  32   1   u    0       0         17              2      HF   -34    53      2
 48009133  32   1   u    0       0         18              0      HF   -34    51      2
 48009033  32   1   u    0       0         18              1      HF   -32    51      2
 48008F33  32   1   u    0       0         18              2      HF   -30    51      2
 48008FB3  32   1   u    0       0         19              0      HF   -31    51      2
 48008EB3  32   1   u    0       0         19              1      HF   -29    51      2
 480090B3  32   1   u    0       0         19              2      HF   -33    51      2
 48005133  32   1   u    0       0         20              0      HF   -34    51      1
 48005033  32   1   u    0       0         20              1      HF   -32    51      1
 48004F33  32   1   u    0       0         20              2      HF   -30    51      1
 48004FB3  32   1   u    0       0         21              0      HF   -31    51      1
 48004EB3  32   1   u    0       0         21              1      HF   -29    51      1
 480050B3  32   1   u    0       0         21              2      HF   -33    51      1
 480054B3  32   1   u    0       0          2              0      HF   -41    51      1
 480052B5  32   1   u    0       0          2              1      HF   -37    53      1
 480051B5  32   1   u    0       0          2              2      HF   -35    53      1
 48005335  32   1   u    0       0          3              0      HF   -38    53      1
 48005235  32   1   u    0       0          3              1      HF   -36    53      1
 480053B5  32   1   u    0       0          3              2      HF   -39    53      1
 480094B3  32   1   u    0       0          4              0      HF   -41    51      2
 480092B5  32   1   u    0       0          4              1      HF   -37    53      2
 480091B5  32   1   u    0       0          4              2      HF   -35    53      2
 48009335  32   1   u    0       0          5              0      HF   -38    53      2
 48009235  32   1   u    0       0          5              1      HF   -36    53      2
 480093B5  32   1   u    0       0          5              2      HF   -39    53      2
 48009433  32   1   u    0       0          6              0      HF   -40    51      2
 48009333  32   1   u    0       0          6              1      HF   -38    51      2
 48009233  32   1   u    0       0          6              2      HF   -36    51      2
 480092B3  32   1   u    0       0          7              0      HF   -37    51      2
 480091B3  32   1   u    0       0          7              1      HF   -35    51      2
 480093B3  32   1   u    0       0          7              2      HF   -39    51      2
 48005433  32   1   u    0       0          8              0      HF   -40    51      1
 48005333  32   1   u    0       0          8              1      HF   -38    51      1
 48005233  32   1   u    0       0          8              2      HF   -36    51      1
 480052B3  32   1   u    0       0          9              0      HF   -37    51      1
 480051B3  32   1   u    0       0          9              1      HF   -35    51      1
 480053B3  32   1   u    0       0          9              2      HF   -39    51      1
 480050B9  32   2   u    0       0         14              0      HF   -33    57      1
 48004FB9  32   2   u    0       0         14              1      HF   -31    57      1
 48004EB9  32   2   u    0       0         14              2      HF   -29    57      1
 48005039  32   2   u    0       0         15              0      HF   -32    57      1
 48004F39  32   2   u    0       0         15              1      HF   -30    57      1
 48005139  32   2   u    0       0         15              2      HF   -34    57      1
 480090B9  32   2   u    0       0         16              0      HF   -33    57      2
 48008FB9  32   2   u    0       0         16              1      HF   -31    57      2
 48008EB9  32   2   u    0       0         16              2      HF   -29    57      2
 48009039  32   2   u    0       0         17              0      HF   -32    57      2
 48008F39  32   2   u    0       0         17              1      HF   -30    57      2
 48009139  32   2   u    0       0         17              2      HF   -34    57      2
 48009137  32   2   u    0       0         18              0      HF   -34    55      2
 48009037  32   2   u    0       0         18              1      HF   -32    55      2
 48008F37  32   2   u    0       0         18              2      HF   -30    55      2
 48008FB7  32   2   u    0       0         19              0      HF   -31    55      2
 48008EB7  32   2   u    0       0         19              1      HF   -29    55      2
 480090B7  32   2   u    0       0         19              2      HF   -33    55      2
 48005137  32   2   u    0       0         20              0      HF   -34    55      1
 48005037  32   2   u    0       0         20              1      HF   -32    55      1
 48004F37  32   2   u    0       0         20              2      HF   -30    55      1
 48004FB7  32   2   u    0       0         21              0      HF   -31    55      1
 48004EB7  32   2   u    0       0         21              1      HF   -29    55      1
 480050B7  32   2   u    0       0         21              2      HF   -33    55      1
 480054B7  32   2   u    0       0          2              0      HF   -41    55      1
 480052B9  32   2   u    0       0          2              1      HF   -37    57      1
 480051B9  32   2   u    0       0          2              2      HF   -35    57      1
 48005339  32   2   u    0       0          3              0      HF   -38    57      1
 48005239  32   2   u    0       0          3              1      HF   -36    57      1
 480053B9  32   2   u    0       0          3              2      HF   -39    57      1
 480094B7  32   2   u    0       0          4              0      HF   -41    55      2
 480092B9  32   2   u    0       0          4              1      HF   -37    57      2
 480091B9  32   2   u    0       0          4              2      HF   -35    57      2
 48009339  32   2   u    0       0          5              0      HF   -38    57      2
 48009239  32   2   u    0       0          5              1      HF   -36    57      2
 480093B9  32   2   u    0       0          5              2      HF   -39    57      2
 48009437  32   2   u    0       0          6              0      HF   -40    55      2
 48009337  32   2   u    0       0          6              1      HF   -38    55      2
 48009237  32   2   u    0       0          6              2      HF   -36    55      2
 480092B7  32   2   u    0       0          7              0      HF   -37    55      2
 480091B7  32   2   u    0       0          7              1      HF   -35    55      2
 480093B7  32   2   u    0       0          7              2      HF   -39    55      2
 48005437  32   2   u    0       0          8              0      HF   -40    55      1
 48005337  32   2   u    0       0          8              1      HF   -38    55      1
 48005237  32   2   u    0       0          8              2      HF   -36    55      1
 480052B7  32   2   u    0       0          9              0      HF   -37    55      1
 480051B7  32   2   u    0       0          9              1      HF   -35    55      1
 480053B7  32   2   u    0       0          9              2      HF   -39    55      1
 480050BD  32   3   u    0       0         14              0      HF   -33    61      1
 48004FBD  32   3   u    0       0         14              1      HF   -31    61      1
 48004EBD  32   3   u    0       0         14              2      HF   -29    61      1
 4800503D  32   3   u    0       0         15              0      HF   -32    61      1
 48004F3D  32   3   u    0       0         15              1      HF   -30    61      1
 4800513D  32   3   u    0       0         15              2      HF   -34    61      1
 480090BD  32   3   u    0       0         16              0      HF   -33    61      2
 48008FBD  32   3   u    0       0         16              1      HF   -31    61      2
 48008EBD  32   3   u    0       0         16              2      HF   -29    61      2
 4800903D  32   3   u    0       0         17              0      HF   -32    61      2
 48008F3D  32   3   u    0       0         17              1      HF   -30    61      2
 4800913D  32   3   u    0       0         17              2      HF   -34    61      2
 4800913B  32   3   u    0       0         18              0      HF   -34    59      2
 4800903B  32   3   u    0       0         18              1      HF   -32    59      2
 48008F3B  32   3   u    0       0         18              2      HF   -30    59      2
 48008FBB  32   3   u    0       0         19              0      HF   -31    59      2
 48008EBB  32   3   u    0       0         19              1      HF   -29    59      2
 480090BB  32   3   u    0       0         19              2      HF   -33    59      2
 4800513B  32   3   u    0       0         20              0      HF   -34    59      1
 4800503B  32   3   u    0       0         20              1      HF   -32    59      1
 48004F3B  32   3   u    0       0         20              2      HF   -30    59      1
 48004FBB  32   3   u    0       0         21              0      HF   -31    59      1
 48004EBB  32   3   u    0       0         21              1      HF   -29    59      1
 480050BB  32   3   u    0       0         21              2      HF   -33    59      1
 480054BB  32   3   u    0       0          2              0      HF   -41    59      1
 480052BD  32   3   u    0       0          2              1      HF   -37    61      1
 480051BD  32   3   u    0       0          2              2      HF   -35    61      1
 4800533D  32   3   u    0       0          3              0      HF   -38    61      1
 4800523D  32   3   u    0       0          3              1      HF   -36    61      1
 480053BD  32   3   u    0       0          3              2      HF   -39    61      1
 480094BB  32   3   u    0       0          4              0      HF   -41    59      2
 480092BD  32   3   u    0       0          4              1      HF   -37    61      2
 480091BD  32   3   u    0       0          4              2      HF   -35    61      2
 4800933D  32   3   u    0       0          5              0      HF   -38    61      2
 4800923D  32   3   u    0       0          5              1      HF   -36    61      2
 480093BD  32   3   u    0       0          5              2      HF   -39    61      2
 4800943B  32   3   u    0       0          6              0      HF   -40    59      2
 4800933B  32   3   u    0       0          6              1      HF   -38    59      2
 4800923B  32   3   u    0       0          6              2      HF   -36    59      2
 480092BB  32   3   u    0       0          7              0      HF   -37    59      2
 480091BB  32   3   u    0       0          7              1      HF   -35    59      2
 480093BB  32   3   u    0       0          7              2      HF   -39    59      2
 4800543B  32   3   u    0       0          8              0      HF   -40    59      1
 4800533B  32   3   u    0       0          8              1      HF   -38    59      1
 4800523B  32   3   u    0       0          8              2      HF   -36    59      1
 480052BB  32   3   u    0       0          9              0      HF   -37    59      1
 480051BB  32   3   u    0       0          9              1      HF   -35    59      1
 480053BB  32   3   u    0       0          9              2      HF   -39    59      1
 480050C1  32   4   u    0       0         14              0      HF   -33    65      1
 48004FC1  32   4   u    0       0         14              1      HF   -31    65      1
 48004EC1  32   4   u    0       0         14              2      HF   -29    65      1
 48005041  32   4   u    0       0         15              0      HF   -32    65      1
 48004F41  32   4   u    0       0         15              1      HF   -30    65      1
 48005141  32   4   u    0       0         15              2      HF   -34    65      1
 480090C1  32   4   u    0       0         16              0      HF   -33    65      2
 48008FC1  32   4   u    0       0         16              1      HF   -31    65      2
 48008EC1  32   4   u    0       0         16              2      HF   -29    65      2
 48009041  32   4   u    0       0         17              0      HF   -32    65      2
 48008F41  32   4   u    0       0         17              1      HF   -30    65      2
 48009141  32   4   u    0       0         17              2      HF   -34    65      2
 4800913F  32   4   u    0       0         18              0      HF   -34    63      2
 4800903F  32   4   u    0       0         18              1      HF   -32    63      2
 48008F3F  32   4   u    0       0         18              2      HF   -30    63      2
 48008FBF  32   4   u    0       0         19              0      HF   -31    63      2
 48008EBF  32   4   u    0       0         19              1      HF   -29    63      2
 480090BF  32   4   u    0       0         19              2      HF   -33    63      2
 4800513F  32   4   u    0       0         20              0      HF   -34    63      1
 4800503F  32   4   u    0       0         20              1      HF   -32    63      1
 48004F3F  32   4   u    0       0         20              2      HF   -30    63      1
 48004FBF  32   4   u    0       0         21              0      HF   -31    63      1
 48004EBF  32   4   u    0       0         21              1      HF   -29    63      1
 480050BF  32   4   u    0       0         21              2      HF   -33    63      1
 480054BF  32   4   u    0       0          2              0      HF   -41    63      1
 480052C1  32   4   u    0       0          2              1      HF   -37    65      1
 480051C1  32   4   u    0       0          2              2      HF   -35    65      1
 48005341  32   4   u    0       0          3              0      HF   -38    65      1
 48005241  32   4   u    0       0          3              1      HF   -36    65      1
 480053C1  32   4   u    0       0          3              2      HF   -39    65      1
 480094BF  32   4   u    0       0          4              0      HF   -41    63      2
 480092C1  32   4   u    0       0          4              1      HF   -37    65      2
 480091C1  32   4   u    0       0          4              2      HF   -35    65      2
 48009341  32   4   u    0       0          5              0      HF   -38    65      2
 48009241  32   4   u    0       0          5              1      HF   -36    65      2
 480093C1  32   4   u    0       0          5              2      HF   -39    65      2
 4800943F  32   4   u    0       0          6              0      HF   -40    63      2
 4800933F  32   4   u    0       0          6              1      HF   -38    63      2
 4800923F  32   4   u    0       0          6              2      HF   -36    63      2
 480092BF  32   4   u    0       0          7              0      HF   -37    63      2
 480091BF  32   4   u    0       0          7              1      HF   -35    63      2
 480093BF  32   4   u    0       0          7              2      HF   -39    63      2
 4800543F  32   4   u    0       0          8              0      HF   -40    63      1
 4800533F  32   4   u    0       0          8              1      HF   -38    63      1
 4800523F  32   4   u    0       0          8              2      HF   -36    63      1
 480052BF  32   4   u    0       0          9              0      HF   -37    63      1
 480051BF  32   4   u    0       0          9              1      HF   -35    63      1
 480053BF  32   4   u    0       0          9              2      HF   -39    63      1
 480050C5  32   5   u    0       0         14              0      HF   -33    69      1
 48004FC5  32   5   u    0       0         14              1      HF   -31    69      1
 48004EC5  32   5   u    0       0         14              2      HF   -29    69      1
 48005045  32   5   u    0       0         15              0      HF   -32    69      1
 48004F45  32   5   u    0       0         15              1      HF   -30    69      1
 48005145  32   5   u    0       0         15              2      HF   -34    69      1
 480090C5  32   5   u    0       0         16              0      HF   -33    69      2
 48008FC5  32   5   u    0       0         16              1      HF   -31    69      2
 48008EC5  32   5   u    0       0         16              2      HF   -29    69      2
 48009045  32   5   u    0       0         17              0      HF   -32    69      2
 48008F45  32   5   u    0       0         17              1      HF   -30    69      2
 48009145  32   5   u    0       0         17              2      HF   -34    69      2
 48009143  32   5   u    0       0         18              0      HF   -34    67      2
 48009043  32   5   u    0       0         18              1      HF   -32    67      2
 48008F43  32   5   u    0       0         18              2      HF   -30    67      2
 48008FC3  32   5   u    0       0         19              0      HF   -31    67      2
 48008EC3  32   5   u    0       0         19              1      HF   -29    67      2
 480090C3  32   5   u    0       0         19              2      HF   -33    67      2
 48005143  32   5   u    0       0         20              0      HF   -34    67      1
 48005043  32   5   u    0       0         20              1      HF   -32    67      1
 48004F43  32   5   u    0       0         20              2      HF   -30    67      1
 48004FC3  32   5   u    0       0         21              0      HF   -31    67      1
 48004EC3  32   5   u    0       0         21              1      HF   -29    67      1
 480050C3  32   5   u    0       0         21              2      HF   -33    67      1
 480054C3  32   5   u    0       0          2              0      HF   -41    67      1
 480052C5  32   5   u    0       0          2              1      HF   -37    69      1
 480051C5  32   5   u    0       0          2              2      HF   -35    69      1
 48005345  32   5   u    0       0          3              0      HF   -38    69      1
 48005245  32   5   u    0       0          3              1      HF   -36    69      1
 480053C5  32   5   u    0       0          3              2      HF   -39    69      1
 480094C3  32   5   u    0       0          4              0      HF   -41    67      2
 480092C5  32   5   u    0       0          4              1      HF   -37    69      2
 480091C5  32   5   u    0       0          4              2      HF   -35    69      2
 48009345  32   5   u    0       0          5              0      HF   -38    69      2
 48009245  32   5   u    0       0          5              1      HF   -36    69      2
 480093C5  32   5   u    0       0          5              2      HF   -39    69      2
 48009443  32   5   u    0       0          6              0      HF   -40    67      2
 48009343  32   5   u    0       0          6              1      HF   -38    67      2
 48009243  32   5   u    0       0          6              2      HF   -36    67      2
 480092C3  32   5   u    0       0          7              0      HF   -37    67      2
 480091C3  32   5   u    0       0          7              1      HF   -35    67      2
 480093C3  32   5   u    0       0          7              2      HF   -39    67      2
 48005443  32   5   u    0       0          8              0      HF   -40    67      1
 48005343  32   5   u    0       0          8              1      HF   -38    67      1
 48005243  32   5   u    0       0          8              2      HF   -36    67      1
 480052C3  32   5   u    0       0          9              0      HF   -37    67      1
 480051C3  32   5   u    0       0          9              1      HF   -35    67      1
 480053C3  32   5   u    0       0          9              2      HF   -39    67      1
 48005081  32   6   u    0       0         14              0      HF   -33     1      1
 48004F81  32   6   u    0       0         14              1      HF   -31     1      1
 48004E81  32   6   u    0       0         14              2      HF   -29     1      1
 48005001  32   6   u    0       0         15              0      HF   -32     1      1
 48004F01  32   6   u    0       0         15              1      HF   -30     1      1
 48005101  32   6   u    0       0         15              2      HF   -34     1      1
 48009081  32   6   u    0       0         16              0      HF   -33     1      2
