#file creation series : 11.Oct.2013
#       i  cr  sl  tb  dcc  spigot  fiber/slb  fibcha/slbcha  subdet  ieta  iphi  depth
 4800B28F  22  10   u    0       0          4              1      HF    37    15      2
 4800B18F  22  10   u    0       0          4              2      HF    35    15      2
 4800B30F  22  10   u    0       0          5              0      HF    38    15      2
 4800B20F  22  10   u    0       0          5              1      HF    36    15      2
 4800B38F  22  10   u    0       0          5              2      HF    39    15      2
 4800B40F  22  10   u    0       0          6              0      HF    40    15      2
 4800B311  22  10   u    0       0          6              1      HF    38    17      2
 4800B211  22  10   u    0       0          6              2      HF    36    17      2
 4800B291  22  10   u    0       0          7              0      HF    37    17      2
 4800B191  22  10   u    0       0          7              1      HF    35    17      2
 4800B391  22  10   u    0       0          7              2      HF    39    17      2
 4800740F  22  10   u    0       0          8              0      HF    40    15      1
 48007311  22  10   u    0       0          8              1      HF    38    17      1
 48007211  22  10   u    0       0          8              2      HF    36    17      1
 48007291  22  10   u    0       0          9              0      HF    37    17      1
 48007191  22  10   u    0       0          9              1      HF    35    17      1
 48007391  22  10   u    0       0          9              2      HF    39    17      1
 48007093  22  11   u    0       0         14              0      HF    33    19      1
 48006F93  22  11   u    0       0         14              1      HF    31    19      1
 48006E93  22  11   u    0       0         14              2      HF    29    19      1
 48007013  22  11   u    0       0         15              0      HF    32    19      1
 48006F13  22  11   u    0       0         15              1      HF    30    19      1
 48007113  22  11   u    0       0         15              2      HF    34    19      1
 4800B093  22  11   u    0       0         16              0      HF    33    19      2
 4800AF93  22  11   u    0       0         16              1      HF    31    19      2
 4800AE93  22  11   u    0       0         16              2      HF    29    19      2
 4800B013  22  11   u    0       0         17              0      HF    32    19      2
 4800AF13  22  11   u    0       0         17              1      HF    30    19      2
 4800B113  22  11   u    0       0         17              2      HF    34    19      2
 4800B115  22  11   u    0       0         18              0      HF    34    21      2
 4800B015  22  11   u    0       0         18              1      HF    32    21      2
 4800AF15  22  11   u    0       0         18              2      HF    30    21      2
 4800AF95  22  11   u    0       0         19              0      HF    31    21      2
 4800AE95  22  11   u    0       0         19              1      HF    29    21      2
 4800B095  22  11   u    0       0         19              2      HF    33    21      2
 48007115  22  11   u    0       0         20              0      HF    34    21      1
 48007015  22  11   u    0       0         20              1      HF    32    21      1
 48006F15  22  11   u    0       0         20              2      HF    30    21      1
 48006F95  22  11   u    0       0         21              0      HF    31    21      1
 48006E95  22  11   u    0       0         21              1      HF    29    21      1
 48007095  22  11   u    0       0         21              2      HF    33    21      1
 48007493  22  11   u    0       0          2              0      HF    41    19      1
 48007293  22  11   u    0       0          2              1      HF    37    19      1
 48007193  22  11   u    0       0          2              2      HF    35    19      1
 48007313  22  11   u    0       0          3              0      HF    38    19      1
 48007213  22  11   u    0       0          3              1      HF    36    19      1
 48007393  22  11   u    0       0          3              2      HF    39    19      1
 4800B493  22  11   u    0       0          4              0      HF    41    19      2
 4800B293  22  11   u    0       0          4              1      HF    37    19      2
 4800B193  22  11   u    0       0          4              2      HF    35    19      2
 4800B313  22  11   u    0       0          5              0      HF    38    19      2
 4800B213  22  11   u    0       0          5              1      HF    36    19      2
 4800B393  22  11   u    0       0          5              2      HF    39    19      2
 4800B413  22  11   u    0       0          6              0      HF    40    19      2
 4800B315  22  11   u    0       0          6              1      HF    38    21      2
 4800B215  22  11   u    0       0          6              2      HF    36    21      2
 4800B295  22  11   u    0       0          7              0      HF    37    21      2
 4800B195  22  11   u    0       0          7              1      HF    35    21      2
 4800B395  22  11   u    0       0          7              2      HF    39    21      2
 48007413  22  11   u    0       0          8              0      HF    40    19      1
 48007315  22  11   u    0       0          8              1      HF    38    21      1
 48007215  22  11   u    0       0          8              2      HF    36    21      1
 48007295  22  11   u    0       0          9              0      HF    37    21      1
 48007195  22  11   u    0       0          9              1      HF    35    21      1
 48007395  22  11   u    0       0          9              2      HF    39    21      1
 48007097  22  12   u    0       0         14              0      HF    33    23      1
 48006F97  22  12   u    0       0         14              1      HF    31    23      1
 48006E97  22  12   u    0       0         14              2      HF    29    23      1
 48007017  22  12   u    0       0         15              0      HF    32    23      1
 48006F17  22  12   u    0       0         15              1      HF    30    23      1
 48007117  22  12   u    0       0         15              2      HF    34    23      1
 4800B097  22  12   u    0       0         16              0      HF    33    23      2
 4800AF97  22  12   u    0       0         16              1      HF    31    23      2
 4800AE97  22  12   u    0       0         16              2      HF    29    23      2
 4800B017  22  12   u    0       0         17              0      HF    32    23      2
 4800AF17  22  12   u    0       0         17              1      HF    30    23      2
 4800B117  22  12   u    0       0         17              2      HF    34    23      2
 4800B119  22  12   u    0       0         18              0      HF    34    25      2
 4800B019  22  12   u    0       0         18              1      HF    32    25      2
 4800AF19  22  12   u    0       0         18              2      HF    30    25      2
 4800AF99  22  12   u    0       0         19              0      HF    31    25      2
 4800AE99  22  12   u    0       0         19              1      HF    29    25      2
 4800B099  22  12   u    0       0         19              2      HF    33    25      2
 48007119  22  12   u    0       0         20              0      HF    34    25      1
 48007019  22  12   u    0       0         20              1      HF    32    25      1
 48006F19  22  12   u    0       0         20              2      HF    30    25      1
 48006F99  22  12   u    0       0         21              0      HF    31    25      1
 48006E99  22  12   u    0       0         21              1      HF    29    25      1
 48007099  22  12   u    0       0         21              2      HF    33    25      1
 48007497  22  12   u    0       0          2              0      HF    41    23      1
 48007297  22  12   u    0       0          2              1      HF    37    23      1
 48007197  22  12   u    0       0          2              2      HF    35    23      1
 48007317  22  12   u    0       0          3              0      HF    38    23      1
 48007217  22  12   u    0       0          3              1      HF    36    23      1
 48007397  22  12   u    0       0          3              2      HF    39    23      1
 4800B497  22  12   u    0       0          4              0      HF    41    23      2
 4800B297  22  12   u    0       0          4              1      HF    37    23      2
 4800B197  22  12   u    0       0          4              2      HF    35    23      2
 4800B317  22  12   u    0       0          5              0      HF    38    23      2
 4800B217  22  12   u    0       0          5              1      HF    36    23      2
 4800B397  22  12   u    0       0          5              2      HF    39    23      2
 4800B417  22  12   u    0       0          6              0      HF    40    23      2
 4800B319  22  12   u    0       0          6              1      HF    38    25      2
 4800B219  22  12   u    0       0          6              2      HF    36    25      2
 4800B299  22  12   u    0       0          7              0      HF    37    25      2
 4800B199  22  12   u    0       0          7              1      HF    35    25      2
 4800B399  22  12   u    0       0          7              2      HF    39    25      2
 48007417  22  12   u    0       0          8              0      HF    40    23      1
 48007319  22  12   u    0       0          8              1      HF    38    25      1
 48007219  22  12   u    0       0          8              2      HF    36    25      1
 48007299  22  12   u    0       0          9              0      HF    37    25      1
 48007199  22  12   u    0       0          9              1      HF    35    25      1
 48007399  22  12   u    0       0          9              2      HF    39    25      1
 4800509D  29   1   u    0       0         14              0      HF   -33    29      1
 48004F9D  29   1   u    0       0         14              1      HF   -31    29      1
 48004E9D  29   1   u    0       0         14              2      HF   -29    29      1
 4800501D  29   1   u    0       0         15              0      HF   -32    29      1
 48004F1D  29   1   u    0       0         15              1      HF   -30    29      1
 4800511D  29   1   u    0       0         15              2      HF   -34    29      1
 4800909D  29   1   u    0       0         16              0      HF   -33    29      2
 48008F9D  29   1   u    0       0         16              1      HF   -31    29      2
 48008E9D  29   1   u    0       0         16              2      HF   -29    29      2
 4800901D  29   1   u    0       0         17              0      HF   -32    29      2
 48008F1D  29   1   u    0       0         17              1      HF   -30    29      2
 4800911D  29   1   u    0       0         17              2      HF   -34    29      2
 4800911B  29   1   u    0       0         18              0      HF   -34    27      2
 4800901B  29   1   u    0       0         18              1      HF   -32    27      2
 48008F1B  29   1   u    0       0         18              2      HF   -30    27      2
 48008F9B  29   1   u    0       0         19              0      HF   -31    27      2
 48008E9B  29   1   u    0       0         19              1      HF   -29    27      2
 4800909B  29   1   u    0       0         19              2      HF   -33    27      2
 4800511B  29   1   u    0       0         20              0      HF   -34    27      1
 4800501B  29   1   u    0       0         20              1      HF   -32    27      1
 48004F1B  29   1   u    0       0         20              2      HF   -30    27      1
 48004F9B  29   1   u    0       0         21              0      HF   -31    27      1
 48004E9B  29   1   u    0       0         21              1      HF   -29    27      1
 4800509B  29   1   u    0       0         21              2      HF   -33    27      1
 4800549B  29   1   u    0       0          2              0      HF   -41    27      1
 4800529D  29   1   u    0       0          2              1      HF   -37    29      1
 4800519D  29   1   u    0       0          2              2      HF   -35    29      1
 4800531D  29   1   u    0       0          3              0      HF   -38    29      1
 4800521D  29   1   u    0       0          3              1      HF   -36    29      1
 4800539D  29   1   u    0       0          3              2      HF   -39    29      1
 4800949B  29   1   u    0       0          4              0      HF   -41    27      2
 4800929D  29   1   u    0       0          4              1      HF   -37    29      2
 4800919D  29   1   u    0       0          4              2      HF   -35    29      2
 4800931D  29   1   u    0       0          5              0      HF   -38    29      2
 4800921D  29   1   u    0       0          5              1      HF   -36    29      2
 4800939D  29   1   u    0       0          5              2      HF   -39    29      2
 4800941B  29   1   u    0       0          6              0      HF   -40    27      2
 4800931B  29   1   u    0       0          6              1      HF   -38    27      2
 4800921B  29   1   u    0       0          6              2      HF   -36    27      2
 4800929B  29   1   u    0       0          7              0      HF   -37    27      2
 4800919B  29   1   u    0       0          7              1      HF   -35    27      2
 4800939B  29   1   u    0       0          7              2      HF   -39    27      2
 4800541B  29   1   u    0       0          8              0      HF   -40    27      1
 4800531B  29   1   u    0       0          8              1      HF   -38    27      1
 4800521B  29   1   u    0       0          8              2      HF   -36    27      1
 4800529B  29   1   u    0       0          9              0      HF   -37    27      1
 4800519B  29   1   u    0       0          9              1      HF   -35    27      1
 4800539B  29   1   u    0       0          9              2      HF   -39    27      1
 480050A1  29   2   u    0       0         14              0      HF   -33    33      1
 48004FA1  29   2   u    0       0         14              1      HF   -31    33      1
 48004EA1  29   2   u    0       0         14              2      HF   -29    33      1
 48005021  29   2   u    0       0         15              0      HF   -32    33      1
 48004F21  29   2   u    0       0         15              1      HF   -30    33      1
 48005121  29   2   u    0       0         15              2      HF   -34    33      1
 480090A1  29   2   u    0       0         16              0      HF   -33    33      2
 48008FA1  29   2   u    0       0         16              1      HF   -31    33      2
 48008EA1  29   2   u    0       0         16              2      HF   -29    33      2
 48009021  29   2   u    0       0         17              0      HF   -32    33      2
 48008F21  29   2   u    0       0         17              1      HF   -30    33      2
 48009121  29   2   u    0       0         17              2      HF   -34    33      2
 4800911F  29   2   u    0       0         18              0      HF   -34    31      2
 4800901F  29   2   u    0       0         18              1      HF   -32    31      2
 48008F1F  29   2   u    0       0         18              2      HF   -30    31      2
 48008F9F  29   2   u    0       0         19              0      HF   -31    31      2
 48008E9F  29   2   u    0       0         19              1      HF   -29    31      2
 4800909F  29   2   u    0       0         19              2      HF   -33    31      2
 4800511F  29   2   u    0       0         20              0      HF   -34    31      1
 4800501F  29   2   u    0       0         20              1      HF   -32    31      1
 48004F1F  29   2   u    0       0         20              2      HF   -30    31      1
 48004F9F  29   2   u    0       0         21              0      HF   -31    31      1
 48004E9F  29   2   u    0       0         21              1      HF   -29    31      1
 4800509F  29   2   u    0       0         21              2      HF   -33    31      1
 4800549F  29   2   u    0       0          2              0      HF   -41    31      1
 480052A1  29   2   u    0       0          2              1      HF   -37    33      1
 480051A1  29   2   u    0       0          2              2      HF   -35    33      1
 48005321  29   2   u    0       0          3              0      HF   -38    33      1
 48005221  29   2   u    0       0          3              1      HF   -36    33      1
 480053A1  29   2   u    0       0          3              2      HF   -39    33      1
 4800949F  29   2   u    0       0          4              0      HF   -41    31      2
 480092A1  29   2   u    0       0          4              1      HF   -37    33      2
 480091A1  29   2   u    0       0          4              2      HF   -35    33      2
 48009321  29   2   u    0       0          5              0      HF   -38    33      2
 48009221  29   2   u    0       0          5              1      HF   -36    33      2
 480093A1  29   2   u    0       0          5              2      HF   -39    33      2
 4800941F  29   2   u    0       0          6              0      HF   -40    31      2
 4800931F  29   2   u    0       0          6              1      HF   -38    31      2
 4800921F  29   2   u    0       0          6              2      HF   -36    31      2
 4800929F  29   2   u    0       0          7              0      HF   -37    31      2
 4800919F  29   2   u    0       0          7              1      HF   -35    31      2
 4800939F  29   2   u    0       0          7              2      HF   -39    31      2
 4800541F  29   2   u    0       0          8              0      HF   -40    31      1
 4800531F  29   2   u    0       0          8              1      HF   -38    31      1
 4800521F  29   2   u    0       0          8              2      HF   -36    31      1
 4800529F  29   2   u    0       0          9              0      HF   -37    31      1
 4800519F  29   2   u    0       0          9              1      HF   -35    31      1
 4800539F  29   2   u    0       0          9              2      HF   -39    31      1
 480050A5  29   3   u    0       0         14              0      HF   -33    37      1
 48004FA5  29   3   u    0       0         14              1      HF   -31    37      1
 48004EA5  29   3   u    0       0         14              2      HF   -29    37      1
 48005025  29   3   u    0       0         15              0      HF   -32    37      1
 48004F25  29   3   u    0       0         15              1      HF   -30    37      1
 48005125  29   3   u    0       0         15              2      HF   -34    37      1
 480090A5  29   3   u    0       0         16              0      HF   -33    37      2
 48008FA5  29   3   u    0       0         16              1      HF   -31    37      2
 48008EA5  29   3   u    0       0         16              2      HF   -29    37      2
 48009025  29   3   u    0       0         17              0      HF   -32    37      2
 48008F25  29   3   u    0       0         17              1      HF   -30    37      2
 48009125  29   3   u    0       0         17              2      HF   -34    37      2
 48009123  29   3   u    0       0         18              0      HF   -34    35      2
 48009023  29   3   u    0       0         18              1      HF   -32    35      2
 48008F23  29   3   u    0       0         18              2      HF   -30    35      2
 48008FA3  29   3   u    0       0         19              0      HF   -31    35      2
 48008EA3  29   3   u    0       0         19              1      HF   -29    35      2
 480090A3  29   3   u    0       0         19              2      HF   -33    35      2
 48005123  29   3   u    0       0         20              0      HF   -34    35      1
 48005023  29   3   u    0       0         20              1      HF   -32    35      1
 48004F23  29   3   u    0       0         20              2      HF   -30    35      1
 48004FA3  29   3   u    0       0         21              0      HF   -31    35      1
 48004EA3  29   3   u    0       0         21              1      HF   -29    35      1
 480050A3  29   3   u    0       0         21              2      HF   -33    35      1
 480054A3  29   3   u    0       0          2              0      HF   -41    35      1
 480052A5  29   3   u    0       0          2              1      HF   -37    37      1
 480051A5  29   3   u    0       0          2              2      HF   -35    37      1
 48005325  29   3   u    0       0          3              0      HF   -38    37      1
 48005225  29   3   u    0       0          3              1      HF   -36    37      1
 480053A5  29   3   u    0       0          3              2      HF   -39    37      1
 480094A3  29   3   u    0       0          4              0      HF   -41    35      2
 480092A5  29   3   u    0       0          4              1      HF   -37    37      2
 480091A5  29   3   u    0       0          4              2      HF   -35    37      2
 48009325  29   3   u    0       0          5              0      HF   -38    37      2
 48009225  29   3   u    0       0          5              1      HF   -36    37      2
 480093A5  29   3   u    0       0          5              2      HF   -39    37      2
 48009423  29   3   u    0       0          6              0      HF   -40    35      2
 48009323  29   3   u    0       0          6              1      HF   -38    35      2
 48009223  29   3   u    0       0          6              2      HF   -36    35      2
 480092A3  29   3   u    0       0          7              0      HF   -37    35      2
 480091A3  29   3   u    0       0          7              1      HF   -35    35      2
 480093A3  29   3   u    0       0          7              2      HF   -39    35      2
 48005423  29   3   u    0       0          8              0      HF   -40    35      1
 48005323  29   3   u    0       0          8              1      HF   -38    35      1
 48005223  29   3   u    0       0          8              2      HF   -36    35      1
 480052A3  29   3   u    0       0          9              0      HF   -37    35      1
 480051A3  29   3   u    0       0          9              1      HF   -35    35      1
 480053A3  29   3   u    0       0          9              2      HF   -39    35      1
 480050A9  29   4   u    0       0         14              0      HF   -33    41      1
 48004FA9  29   4   u    0       0         14              1      HF   -31    41      1
 48004EA9  29   4   u    0       0         14              2      HF   -29    41      1
 48005029  29   4   u    0       0         15              0      HF   -32    41      1
 48004F29  29   4   u    0       0         15              1      HF   -30    41      1
 48005129  29   4   u    0       0         15              2      HF   -34    41      1
 480090A9  29   4   u    0       0         16              0      HF   -33    41      2
 48008FA9  29   4   u    0       0         16              1      HF   -31    41      2
 48008EA9  29   4   u    0       0         16              2      HF   -29    41      2
 48009029  29   4   u    0       0         17              0      HF   -32    41      2
 48008F29  29   4   u    0       0         17              1      HF   -30    41      2
 48009129  29   4   u    0       0         17              2      HF   -34    41      2
 48009127  29   4   u    0       0         18              0      HF   -34    39      2
 48009027  29   4   u    0       0         18              1      HF   -32    39      2
 48008F27  29   4   u    0       0         18              2      HF   -30    39      2
 48008FA7  29   4   u    0       0         19              0      HF   -31    39      2
 48008EA7  29   4   u    0       0         19              1      HF   -29    39      2
 480090A7  29   4   u    0       0         19              2      HF   -33    39      2
 48005127  29   4   u    0       0         20              0      HF   -34    39      1
 48005027  29   4   u    0       0         20              1      HF   -32    39      1
 48004F27  29   4   u    0       0         20              2      HF   -30    39      1
 48004FA7  29   4   u    0       0         21              0      HF   -31    39      1
 48004EA7  29   4   u    0       0         21              1      HF   -29    39      1
 480050A7  29   4   u    0       0         21              2      HF   -33    39      1
 480054A7  29   4   u    0       0          2              0      HF   -41    39      1
 480052A9  29   4   u    0       0          2              1      HF   -37    41      1
 480051A9  29   4   u    0       0          2              2      HF   -35    41      1
 48005329  29   4   u    0       0          3              0      HF   -38    41      1
 48005229  29   4   u    0       0          3              1      HF   -36    41      1
 480053A9  29   4   u    0       0          3              2      HF   -39    41      1
 480094A7  29   4   u    0       0          4              0      HF   -41    39      2
 480092A9  29   4   u    0       0          4              1      HF   -37    41      2
 480091A9  29   4   u    0       0          4              2      HF   -35    41      2
 48009329  29   4   u    0       0          5              0      HF   -38    41      2
 48009229  29   4   u    0       0          5              1      HF   -36    41      2
 480093A9  29   4   u    0       0          5              2      HF   -39    41      2
 48009427  29   4   u    0       0          6              0      HF   -40    39      2
 48009327  29   4   u    0       0          6              1      HF   -38    39      2
 48009227  29   4   u    0       0          6              2      HF   -36    39      2
 480092A7  29   4   u    0       0          7              0      HF   -37    39      2
 480091A7  29   4   u    0       0          7              1      HF   -35    39      2
 480093A7  29   4   u    0       0          7              2      HF   -39    39      2
 48005427  29   4   u    0       0          8              0      HF   -40    39      1
 48005327  29   4   u    0       0          8              1      HF   -38    39      1
 48005227  29   4   u    0       0          8              2      HF   -36    39      1
 480052A7  29   4   u    0       0          9              0      HF   -37    39      1
 480051A7  29   4   u    0       0          9              1      HF   -35    39      1
 480053A7  29   4   u    0       0          9              2      HF   -39    39      1
 480050AD  29   5   u    0       0         14              0      HF   -33    45      1
 48004FAD  29   5   u    0       0         14              1      HF   -31    45      1
 48004EAD  29   5   u    0       0         14              2      HF   -29    45      1
 4800502D  29   5   u    0       0         15              0      HF   -32    45      1
 48004F2D  29   5   u    0       0         15              1      HF   -30    45      1
 4800512D  29   5   u    0       0         15              2      HF   -34    45      1
 480090AD  29   5   u    0       0         16              0      HF   -33    45      2
 48008FAD  29   5   u    0       0         16              1      HF   -31    45      2
 48008EAD  29   5   u    0       0         16              2      HF   -29    45      2
 4800902D  29   5   u    0       0         17              0      HF   -32    45      2
 48008F2D  29   5   u    0       0         17              1      HF   -30    45      2
 4800912D  29   5   u    0       0         17              2      HF   -34    45      2
 4800912B  29   5   u    0       0         18              0      HF   -34    43      2
 4800902B  29   5   u    0       0         18              1      HF   -32    43      2
 48008F2B  29   5   u    0       0         18              2      HF   -30    43      2
 48008FAB  29   5   u    0       0         19              0      HF   -31    43      2
 48008EAB  29   5   u    0       0         19              1      HF   -29    43      2
 480090AB  29   5   u    0       0         19              2      HF   -33    43      2
 4800512B  29   5   u    0       0         20              0      HF   -34    43      1
 4800502B  29   5   u    0       0         20              1      HF   -32    43      1
 48004F2B  29   5   u    0       0         20              2      HF   -30    43      1
 48004FAB  29   5   u    0       0         21              0      HF   -31    43      1
 48004EAB  29   5   u    0       0         21              1      HF   -29    43      1
 480050AB  29   5   u    0       0         21              2      HF   -33    43      1
 480054AB  29   5   u    0       0          2              0      HF   -41    43      1
 480052AD  29   5   u    0       0          2              1      HF   -37    45      1
 480051AD  29   5   u    0       0          2              2      HF   -35    45      1
 4800532D  29   5   u    0       0          3              0      HF   -38    45      1
 4800522D  29   5   u    0       0          3              1      HF   -36    45      1
 480053AD  29   5   u    0       0          3              2      HF   -39    45      1
 480094AB  29   5   u    0       0          4              0      HF   -41    43      2
 480092AD  29   5   u    0       0          4              1      HF   -37    45      2
 480091AD  29   5   u    0       0          4              2      HF   -35    45      2
 4800932D  29   5   u    0       0          5              0      HF   -38    45      2
 4800922D  29   5   u    0       0          5              1      HF   -36    45      2
 480093AD  29   5   u    0       0          5              2      HF   -39    45      2
 4800942B  29   5   u    0       0          6              0      HF   -40    43      2
 4800932B  29   5   u    0       0          6              1      HF   -38    43      2
 4800922B  29   5   u    0       0          6              2      HF   -36    43      2
 480092AB  29   5   u    0       0          7              0      HF   -37    43      2
 480091AB  29   5   u    0       0          7              1      HF   -35    43      2
 480093AB  29   5   u    0       0          7              2      HF   -39    43      2
 4800542B  29   5   u    0       0          8              0      HF   -40    43      1
 4800532B  29   5   u    0       0          8              1      HF   -38    43      1
 4800522B  29   5   u    0       0          8              2      HF   -36    43      1
 480052AB  29   5   u    0       0          9              0      HF   -37    43      1
 480051AB  29   5   u    0       0          9              1      HF   -35    43      1
 480053AB  29   5   u    0       0          9              2      HF   -39    43      1
 480050B1  29   6   u    0       0         14              0      HF   -33    49      1
 48004FB1  29   6   u    0       0         14              1      HF   -31    49      1
 48004EB1  29   6   u    0       0         14              2      HF   -29    49      1
 48005031  29   6   u    0       0         15              0      HF   -32    49      1
 48004F31  29   6   u    0       0         15              1      HF   -30    49      1
 48005131  29   6   u    0       0         15              2      HF   -34    49      1
 480090B1  29   6   u    0       0         16              0      HF   -33    49      2
 48008FB1  29   6   u    0       0         16              1      HF   -31    49      2
 48008EB1  29   6   u    0       0         16              2      HF   -29    49      2
 48009031  29   6   u    0       0         17              0      HF   -32    49      2
 48008F31  29   6   u    0       0         17              1      HF   -30    49      2
 48009131  29   6   u    0       0         17              2      HF   -34    49      2
 4800912F  29   6   u    0       0         18              0      HF   -34    47      2
 4800902F  29   6   u    0       0         18              1      HF   -32    47      2
 48008F2F  29   6   u    0       0         18              2      HF   -30    47      2
 48008FAF  29   6   u    0       0         19              0      HF   -31    47      2
 48008EAF  29   6   u    0       0         19              1      HF   -29    47      2
 480090AF  29   6   u    0       0         19              2      HF   -33    47      2
 4800512F  29   6   u    0       0         20              0      HF   -34    47      1
 4800502F  29   6   u    0       0         20              1      HF   -32    47      1
 48004F2F  29   6   u    0       0         20              2      HF   -30    47      1
 48004FAF  29   6   u    0       0         21              0      HF   -31    47      1
 48004EAF  29   6   u    0       0         21              1      HF   -29    47      1
 480050AF  29   6   u    0       0         21              2      HF   -33    47      1
 480054AF  29   6   u    0       0          2              0      HF   -41    47      1
 480052B1  29   6   u    0       0          2              1      HF   -37    49      1
 480051B1  29   6   u    0       0          2              2      HF   -35    49      1
 48005331  29   6   u    0       0          3              0      HF   -38    49      1
 48005231  29   6   u    0       0          3              1      HF   -36    49      1
 480053B1  29   6   u    0       0          3              2      HF   -39    49      1
 480094AF  29   6   u    0       0          4              0      HF   -41    47      2
 480092B1  29   6   u    0       0          4              1      HF   -37    49      2
 480091B1  29   6   u    0       0          4              2      HF   -35    49      2
 48009331  29   6   u    0       0          5              0      HF   -38    49      2
 48009231  29   6   u    0       0          5              1      HF   -36    49      2
 480093B1  29   6   u    0       0          5              2      HF   -39    49      2
 4800942F  29   6   u    0       0          6              0      HF   -40    47      2
 4800932F  29   6   u    0       0          6              1      HF   -38    47      2
 4800922F  29   6   u    0       0          6              2      HF   -36    47      2
 480092AF  29   6   u    0       0          7              0      HF   -37    47      2
 480091AF  29   6   u    0       0          7              1      HF   -35    47      2
 480093AF  29   6   u    0       0          7              2      HF   -39    47      2
 4800542F  29   6   u    0       0          8              0      HF   -40    47      1
 4800532F  29   6   u    0       0          8              1      HF   -38    47      1
 4800522F  29   6   u    0       0          8              2      HF   -36    47      1
 480052AF  29   6   u    0       0          9              0      HF   -37    47      1
 480051AF  29   6   u    0       0          9              1      HF   -35    47      1
 480053AF  29   6   u    0       0          9              2      HF   -39    47      1
 4800709B  29   7   u    0       0         14              0      HF    33    27      1
 48006F9B  29   7   u    0       0         14              1      HF    31    27      1
 48006E9B  29   7   u    0       0         14              2      HF    29    27      1
 4800701B  29   7   u    0       0         15              0      HF    32    27      1
 48006F1B  29   7   u    0       0         15              1      HF    30    27      1
 4800711B  29   7   u    0       0         15              2      HF    34    27      1
 4800B09B  29   7   u    0       0         16              0      HF    33    27      2
 4800AF9B  29   7   u    0       0         16              1      HF    31    27      2
 4800AE9B  29   7   u    0       0         16              2      HF    29    27      2
 4800B01B  29   7   u    0       0         17              0      HF    32    27      2
 4800AF1B  29   7   u    0       0         17              1      HF    30    27      2
 4800B11B  29   7   u    0       0         17              2      HF    34    27      2
 4800B11D  29   7   u    0       0         18              0      HF    34    29      2
 4800B01D  29   7   u    0       0         18              1      HF    32    29      2
 4800AF1D  29   7   u    0       0         18              2      HF    30    29      2
 4800AF9D  29   7   u    0       0         19              0      HF    31    29      2
 4800AE9D  29   7   u    0       0         19              1      HF    29    29      2
 4800B09D  29   7   u    0       0         19              2      HF    33    29      2
 4800711D  29   7   u    0       0         20              0      HF    34    29      1
 4800701D  29   7   u    0       0         20              1      HF    32    29      1
 48006F1D  29   7   u    0       0         20              2      HF    30    29      1
 48006F9D  29   7   u    0       0         21              0      HF    31    29      1
 48006E9D  29   7   u    0       0         21              1      HF    29    29      1
 4800709D  29   7   u    0       0         21              2      HF    33    29      1
 4800749B  29   7   u    0       0          2              0      HF    41    27      1
 4800729B  29   7   u    0       0          2              1      HF    37    27      1
 4800719B  29   7   u    0       0          2              2      HF    35    27      1
 4800731B  29   7   u    0       0          3              0      HF    38    27      1
 4800721B  29   7   u    0       0          3              1      HF    36    27      1
 4800739B  29   7   u    0       0          3              2      HF    39    27      1
 4800B49B  29   7   u    0       0          4              0      HF    41    27      2
 4800B29B  29   7   u    0       0          4              1      HF    37    27      2
 4800B19B  29   7   u    0       0          4              2      HF    35    27      2
 4800B31B  29   7   u    0       0          5              0      HF    38    27      2
 4800B21B  29   7   u    0       0          5              1      HF    36    27      2
 4800B39B  29   7   u    0       0          5              2      HF    39    27      2
 4800B41B  29   7   u    0       0          6              0      HF    40    27      2
 4800B31D  29   7   u    0       0          6              1      HF    38    29      2
 4800B21D  29   7   u    0       0          6              2      HF    36    29      2
 4800B29D  29   7   u    0       0          7              0      HF    37    29      2
 4800B19D  29   7   u    0       0          7              1      HF    35    29      2
 4800B39D  29   7   u    0       0          7              2      HF    39    29      2
 4800741B  29   7   u    0       0          8              0      HF    40    27      1
 4800731D  29   7   u    0       0          8              1      HF    38    29      1
 4800721D  29   7   u    0       0          8              2      HF    36    29      1
 4800729D  29   7   u    0       0          9              0      HF    37    29      1
 4800719D  29   7   u    0       0          9              1      HF    35    29      1
 4800739D  29   7   u    0       0          9              2      HF    39    29      1
 4800709F  29   8   u    0       0         14              0      HF    33    31      1
 48006F9F  29   8   u    0       0         14              1      HF    31    31      1
 48006E9F  29   8   u    0       0         14              2      HF    29    31      1
 4800701F  29   8   u    0       0         15              0      HF    32    31      1
 48006F1F  29   8   u    0       0         15              1      HF    30    31      1
 4800711F  29   8   u    0       0         15              2      HF    34    31      1
 4800B09F  29   8   u    0       0         16              0      HF    33    31      2
 4800AF9F  29   8   u    0       0         16              1      HF    31    31      2
 4800AE9F  29   8   u    0       0         16              2      HF    29    31      2
 4800B01F  29   8   u    0       0         17              0      HF    32    31      2
 4800AF1F  29   8   u    0       0         17              1      HF    30    31      2
 4800B11F  29   8   u    0       0         17              2      HF    34    31      2
 4800B121  29   8   u    0       0         18              0      HF    34    33      2
 4800B021  29   8   u    0       0         18              1      HF    32    33      2
 4800AF21  29   8   u    0       0         18              2      HF    30    33      2
 4800AFA1  29   8   u    0       0         19              0      HF    31    33      2
 4800AEA1  29   8   u    0       0         19              1      HF    29    33      2
 4800B0A1  29   8   u    0       0         19              2      HF    33    33      2
 48007121  29   8   u    0       0         20              0      HF    34    33      1
 48007021  29   8   u    0       0         20              1      HF    32    33      1
